matricula_aluno,nome_aluno,codigo_instituicao,nome_instituicao,sexo_aluno,id_curso,nome_curso,turno_curso,turma_aluno,periodo_inicial_aluno,codigo_departamento,nome_departamento
20221ENG.MEC0082,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2022/1,,
20251ENG.MEC0135,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20191ENG.MEC0027,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2019/1,,
20221ENG.MEC0279,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2022/1,,
20251BAQUIN0280,,,Campus Aracruz,M,,Bacharelado em Química Industrial,Integral,20251.BAQUIN.1,2025/1,,
20231ENG.MEC0126,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2023/1,,
20181ENG.MEC0463,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2018/1,,
20171ENG.MEC0328,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,,2017/1,,
20251ENG.MEC0143,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20251LQUIM0277,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,20251.LQUIM.1N,2025/1,,
20251BAQUIN0174,,,Campus Aracruz,M,,Bacharelado em Química Industrial,Integral,20251.BAQUIN.1,2025/1,,
20201ENG.MEC0235,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2020/1,,
20151LQUIM0203,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2015/1,,
20211LQUIM0219,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2021/1,,
20191ENG.MEC0485,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2019/1,,
20231BAQUIN0015,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,,2023/1,,
20211ENG.MEC0222,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2021/1,,
20231LQUIM0140,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2023/1,,
20231LQUIM0124,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2023/1,,
20251ENG.MEC0240,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20221BAQUIN0213,,,Campus Aracruz,M,,Bacharelado em Química Industrial,Integral,,2022/1,,
20251ENG.MEC0151,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20231ENG.MEC0398,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,,2023/1,,
20241LQUIM0130,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2024/1,,
20221ENG.MEC0066,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2022/1,,
20251BAQUIN0123,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,20251.BAQUIN.1,2025/1,,
20241ENG.MEC0342,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2024/1,,
20211ENG.MEC0184,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2021/1,,
20221BAQUIN0345,,,Campus Aracruz,M,,Bacharelado em Química Industrial,Integral,,2022/1,,
20221BAQUIN0167,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,,2022/1,,
20241LQUIM0202,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2024/1,,
20191BAQUIN0247,,,Campus Aracruz,M,,Bacharelado em Química Industrial,Integral,,2019/1,,
20201BAQUIN0199,,,Campus Aracruz,M,,Bacharelado em Química Industrial,Integral,,2020/1,,
20211ENG.MEC0249,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2021/1,,
20251LQUIM0145,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,20251.LQUIM.1N,2025/1,,
20231ENG.MEC0193,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2023/1,,
20241BAQUIN0151,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,,2024/1,,
20251ENG.MEC0364,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20211BAQUIN0055,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,,2021/1,,
20251ENG.MEC0224,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20251ENG.MEC0313,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20191ENG.MEC0426,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2019/1,,
20192LQUIM0057,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2019/2,,
20251LQUIM0102,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,20251.LQUIM.1N,2025/1,,
20251LQUIM0110,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,20251.LQUIM.1N,2025/1,,
20221ENG.MEC0139,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2022/1,,
20221LQUIM0232,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2022/1,,
20251LQUIM0129,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,20251.LQUIM.1N,2025/1,,
20201ENG.MEC0383,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,,2020/1,,
20241LQUIM0075,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2024/1,,
20221BAQUIN0230,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,,2022/1,,
20211ENG.MEC0273,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,,2021/1,,
20171ENG.MEC0441,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2017/1,,
20222ENG.MEC0020,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,,2022/2,,
20251ENG.MEC0437,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20191BAQUIN0255,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,,2019/1,,
20211LQUIM0162,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2021/1,,
20251BAQUIN0131,,,Campus Aracruz,M,,Bacharelado em Química Industrial,Integral,20251.BAQUIN.1,2025/1,,
20231LQUIM0248,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2023/1,,
20221LQUIM0313,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2022/1,,
20251BAQUIN0298,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,20251.BAQUIN.1,2025/1,,
20251ENG.MEC0321,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20181ENG.MEC0528,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2018/1,,
20241ENG.MEC0202,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2024/1,,
20251ENG.MEC0330,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20221LQUIM0275,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2022/1,,
20242ENG.MEC0039,,,Campus Aracruz,M,,Engenharia Mecânica,Noturno,,2024/2,,
20211LQUIM0260,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2021/1,,
20242ENG.MEC0020,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2024/2,,
20231ENG.MEC0134,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2023/1,,
20241ENG.MEC0016,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2024/1,,
20181LQUIM0213,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2018/1,,
20211LQUIM0278,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2021/1,,
20251ENG.MEC0178,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20221ENG.MEC0112,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2022/1,,
20191LQUIM0504,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2019/1,,
20191ENG.MEC0183,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2019/1,,
20241LQUIM0199,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2024/1,,
20241ENG.MEC0164,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2024/1,,
20251ENG.MEC0186,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20181BAQUIN0410,,,Campus Aracruz,M,,Bacharelado em Química Industrial,Integral,,2018/1,,
20251ENG.MEC0194,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,20251.ENG.MEC.1,2025/1,,
20211BAQUIN0179,,,Campus Aracruz,F,,Bacharelado em Química Industrial,Integral,,2021/1,,
20181ENG.MEC0471,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2018/1,,
20181ENG.MEC0498,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2018/1,,
20201ENG.MEC0456,,,Campus Aracruz,M,,Engenharia Mecânica,Integral,,2020/1,,
20221LQUIM0259,,,Campus Aracruz,M,,Licenciatura em Química,Noturno,,2022/1,,
20171LQUIM0178,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,,2017/1,,
20231ENG.MEC0312,,,Campus Aracruz,F,,Engenharia Mecânica,Integral,,2023/1,,
20251LQUIM0200,,,Campus Aracruz,F,,Licenciatura em Química,Noturno,20251.LQUIM.1N,2025/1,,
20231SUPADM0017,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20241SUPADM0404,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20191SUPADM0036,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2019/1,,
20241SUPADM0420,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20231SUPADM0432,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20251SUPADM0010,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20211SUPADM0022,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2021/1,,
20241SUPADM0099,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0214,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20251SUPADM0028,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20251SUPADM0222,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20241SUPADM0234,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20221SUPADM0088,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20251SUPADM0036,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20231SUPADM0033,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20241SUPADM0048,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0044,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20221SUPADM0126,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20231SUPADM0343,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20241SUPADM0056,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0052,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20221SUPADM0134,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20241SUPADM0064,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20231SUPADM0041,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20251SUPADM0079,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20221SUPADM0150,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20241SUPADM0315,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20241SUPADM0277,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20231SUPADM0190,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20251SUPADM0087,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20241SUPADM0340,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0249,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20241SUPADM0137,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0265,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20231SUPADM0203,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20241SUPADM0250,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20221SUPADM0177,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20221SUPADM0290,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20231SUPADM0211,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20231SUPADM0092,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20231SUPADM0220,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20251SUPADM0095,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20251SUPADM0281,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20221SUPADM0096,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20201SUPADM0336,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2020/1,,
20251SUPADM0303,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20241SUPADM0145,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0117,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20211SUPADM0170,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2021/1,,
20241SUPADM0153,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20241SUPADM0102,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20191SUPADM0117,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2019/1,,
20241SUPADM0269,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0311,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20251SUPADM0168,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20221SUPADM0355,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20231SUPADM0246,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20251SUPADM0176,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20251SUPADM0338,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20251SUPADM0125,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20241SUPADM0161,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20231SUPADM0254,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20251SUPADM0109,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20211SUPADM0090,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2021/1,,
20231SUPADM0335,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20241SUPADM0021,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0184,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20231SUPADM0386,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20221SUPADM0045,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20251SUPADM0192,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20251SUPADM0206,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20241SUPADM0242,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20241SUPADM0030,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0230,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20231SUPADM0068,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20241SUPADM0170,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0257,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20251SUPADM0273,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20231SUPADM0394,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20182SUPADM0150,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2018/2,,
20241SUPADM0382,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20221SUPADM0185,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20251SUPADM0290,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20201SUPADM0360,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2020/1,,
20241SUPADM0188,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20241SUPADM0196,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20251SUPADM0320,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20221SUPADM0037,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20251SUPADM0141,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20231SUPADM0327,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20251SUPADM0346,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,2025.1 SUPADM 1º P,2025/1,,
20241SUPADM0200,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20221SUPADM0193,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20221SUPADM0274,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2022/1,,
20241SUPADM0307,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20231SUPADM0114,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20231SUPADM0319,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20241SUPADM0129,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20231SUPADM0076,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20182SUPADM0215,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2018/2,,
20231SUPADM0084,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2023/1,,
20241SUPADM0358,,,Campus Barra de São Francisco,F,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
20241SUPADM0293,,,Campus Barra de São Francisco,M,,Bacharelado em Administração - campus Barra de São Francisco,Noturno,,2024/1,,
